name,id,class,bodyweight,weight_class,squat,bench,deadlift,total,place,wilks,comp,location,year,nameLower,date,compId,resultId
David Gagnon,193,M-O,91.4,93,225,145,257.5,627.5,2,397.51,October Open 2017,Limerick,2017,david gagnon,07/10/2017,17,1107
Billy Ahern,75,M-O,108.6,120,225,137.5,260,622.5,2,367.81,October Open 2017,Limerick,2017,billy ahern,07/10/2017,17,1108
Jason Fehily,329,M-O,131.5,120+,230,127.5,250,607.5,1,342.9,October Open 2017,Limerick,2017,jason fehily,07/10/2017,17,1109
Jonny Gardner,361,M-G,86.2,93,200,152.5,242.5,595,G,388.65,October Open 2017,Limerick,2017,jonny gardner,07/10/2017,17,1110
Nigel Pearson,497,M-O,93,93,222.5,120,252.5,595,3,373.77,October Open 2017,Limerick,2017,nigel pearson,07/10/2017,17,1111
Michael Kiely,468,M-O,89.4,93,217.5,132.5,242.5,592.5,4,379.55,October Open 2017,Limerick,2017,michael kiely,07/10/2017,17,1112
Brian Madden,77,M-O,92.6,93,200,120,272.5,592.5,5,372.97,October Open 2017,Limerick,2017,brian madden,07/10/2017,17,1113
Sean Hickey,586,M-O,104.4,105,222.5,132.5,232.5,587.5,3,351.77,October Open 2017,Limerick,2017,sean hickey,07/10/2017,17,1114
Sean Brennan,579,M-O,103.2,105,225,117.5,240,582.5,4,350.24,October Open 2017,Limerick,2017,sean brennan,07/10/2017,17,1115
David Nolan,199,M-O,91.8,93,210,127.5,235,572.5,6,361.89,October Open 2017,Limerick,2017,david nolan,07/10/2017,17,1116
Daniel Mcalpaca,167,M-O,102.6,105,200,120,252.5,572.5,5,344.98,October Open 2017,Limerick,2017,daniel mcalpaca,07/10/2017,17,1117
David Walsh,202,M-O,102,105,205,135,230,570,6,344.23,October Open 2017,Limerick,2017,david walsh,07/10/2017,17,1118
Pearse Tohill,524,M-O,91.8,93,200,107.5,260,567.5,7,358.73,October Open 2017,Limerick,2017,pearse tohill,07/10/2017,17,1119
Darren Horgan,185,M-O,81.6,83,185,125,250,560,3,377.64,October Open 2017,Limerick,2017,darren horgan,07/10/2017,17,1120
Gar Benn,262,M-O,87.4,93,202.5,122.5,235,560,8,363.03,October Open 2017,Limerick,2017,gar benn,07/10/2017,17,1121
Ryan Ging,555,M-O,82.8,83,205,125,225,555,4,370.99,October Open 2017,Limerick,2017,ryan ging,07/10/2017,17,1122
Lee Clarke,407,M-O,73.6,74,197.5,130,222.5,550,1,397.15,October Open 2017,Limerick,2017,lee clarke,07/10/2017,17,1123
Paul Keely,511,M-O,93,93,215,105,230,550,9,345.5,October Open 2017,Limerick,2017,paul keely,07/10/2017,17,1124
Sean Hogan,587,M-O,101.8,105,195,135,220,550,7,332.4,October Open 2017,Limerick,2017,sean hogan,07/10/2017,17,1125
Dan Hurley,165,M-O,82.8,83,185,120,235,540,5,360.97,October Open 2017,Limerick,2017,dan hurley,07/10/2017,17,1126
Darren Enright,182,M-O,80.8,83,190,137.5,205,532.5,6,361.28,October Open 2017,Limerick,2017,darren enright,07/10/2017,17,1127
Gary O'Connor,267,M-O,91.8,93,200,115,215,530,10,335.03,October Open 2017,Limerick,2017,gary o'connor,07/10/2017,17,1128
Christopher Wilkinson,103,M-O,73.8,74,205,115,207.5,527.5,2,380.17,October Open 2017,Limerick,2017,christopher wilkinson,07/10/2017,17,1129
Tony Campion,650,M-O,82.2,83,187.5,110,220,517.5,7,347.44,October Open 2017,Limerick,2017,tony campion,07/10/2017,17,1130
Darragh Hynes,179,M-O,89.4,93,200,110,207.5,517.5,11,331.5,October Open 2017,Limerick,2017,darragh hynes,07/10/2017,17,1131
Tommy Hourigan,649,M-O,72.8,74,177.5,115,222.5,515,3,374.82,October Open 2017,Limerick,2017,tommy hourigan,07/10/2017,17,1132
Gavin Hicks,272,M-O,82.8,83,177.5,107.5,222.5,507.5,8,339.24,October Open 2017,Limerick,2017,gavin hicks,07/10/2017,17,1133
Niall O'Donoghue,488,M-G,110,120,175,120,205,500,G,294.25,October Open 2017,Limerick,2017,niall o'donoghue,07/10/2017,17,1134
David Moran,198,M-O,99.2,105,170,100,225,495,8,302.23,October Open 2017,Limerick,2017,david moran,07/10/2017,17,1135
Conor O'Driscoll,154,M-O,81.8,83,172.5,102.5,212.5,487.5,9,328.26,October Open 2017,Limerick,2017,conor o'driscoll,07/10/2017,17,1136
Thomas McKenna,644,M-O,81.6,83,167.5,117.5,200,485,10,327.07,October Open 2017,Limerick,2017,thomas mckenna,07/10/2017,17,1137
James Coogan,315,M-O,70,74,175,100,207.5,482.5,4,361.58,October Open 2017,Limerick,2017,james coogan,07/10/2017,17,1138
Mark Swayne,452,M-O,73,74,170,117.5,195,482.5,5,350.47,October Open 2017,Limerick,2017,mark swayne,07/10/2017,17,1139
Adam Loughnane,7,M-O,72.2,74,160,102.5,215,477.5,6,349.63,October Open 2017,Limerick,2017,adam loughnane,07/10/2017,17,1140
Mohaned Abujennah,481,M-O,63.2,66,160,100,205,465,1,378.7,October Open 2017,Limerick,2017,mohaned abujennah,07/10/2017,17,1141
Donnacha Cregan,214,M-O,73.6,74,155,107.5,200,462.5,7,333.97,October Open 2017,Limerick,2017,donnacha cregan,07/10/2017,17,1142
David Horgan,194,M-O,101.2,105,160,115,180,455,9,275.61,October Open 2017,Limerick,2017,david horgan,07/10/2017,17,1143
Eric Yeung,244,M-O,72.4,74,145,112.5,195,452.5,8,330.66,October Open 2017,Limerick,2017,eric yeung,07/10/2017,17,1144
Kevin McGrath,385,M-O,89.6,93,165,102.5,180,447.5,12,286.33,October Open 2017,Limerick,2017,kevin mcgrath,07/10/2017,17,1145
Ewan Mullane,251,M-O,66,66,155,107.5,182.5,445,2,349.41,October Open 2017,Limerick,2017,ewan mullane,07/10/2017,17,1146
Richard Burke,540,M-O,73.2,74,160,117.5,165,442.5,9,320.78,October Open 2017,Limerick,2017,richard burke,07/10/2017,17,1147
Cian Linehan,107,M-O,91.2,93,145,92.5,200,437.5,13,277.45,October Open 2017,Limerick,2017,cian linehan,07/10/2017,17,1148
Fergal O'Connor,255,M-O,71.2,74,165,82.5,187.5,435,10,321.82,October Open 2017,Limerick,2017,fergal o'connor,07/10/2017,17,1149
Alex Cremins,25,M-O,65.6,66,147.5,92.5,192.5,432.5,3,341.3,October Open 2017,Limerick,2017,alex cremins,07/10/2017,17,1150
Shane Halligan,593,M-O,82,83,160,90,175,425,11,285.75,October Open 2017,Limerick,2017,shane halligan,07/10/2017,17,1151
Kevin Campbell,383,M-O,71.8,74,132.5,100,180,412.5,11,303.28,October Open 2017,Limerick,2017,kevin campbell,07/10/2017,17,1152
Cian Murphy,108,M-O,73,74,125,90,185,400,12,290.54,October Open 2017,Limerick,2017,cian murphy,07/10/2017,17,1153
James Kelly,318,M-O,73.2,74,147.5,77.5,175,400,13,289.97,October Open 2017,Limerick,2017,james kelly,07/10/2017,17,1154
Eric Killeen,243,M-O,80.2,83,132.5,100,150,382.5,12,260.72,October Open 2017,Limerick,2017,eric killeen,07/10/2017,17,1155
Jerry Quirke,339,M-O,73,74,132.5,70,170,372.5,14,270.57,October Open 2017,Limerick,2017,jerry quirke,07/10/2017,17,1156
Clodagh Cecil,131,F-O,101.4,84+,132.5,67.5,155,355,1,294.4,October Open 2017,Limerick,2017,clodagh cecil,07/10/2017,17,1157
Freya Hammer,260,F-O,78.2,84,135,72.5,145,352.5,1,326.75,October Open 2017,Limerick,2017,freya hammer,07/10/2017,17,1158
Sarah Gardiner,568,F-O,99.8,84+,135,73,142.5,350.5,2,291.99,October Open 2017,Limerick,2017,sarah gardiner,07/10/2017,17,1159
Siobhan Cotter,613,F-O,62.4,63,115,62.5,160,337.5,1,365.1,October Open 2017,Limerick,2017,siobhan cotter,07/10/2017,17,1160
Heather Thompson,289,F-O,94.6,84+,132.5,67.5,137.5,337.5,3,286.08,October Open 2017,Limerick,2017,heather thompson,07/10/2017,17,1161
Geina McGrath,273,F-O,56.38,57,115,67.5,150,332.5,1,389.15,October Open 2017,Limerick,2017,geina mcgrath,07/10/2017,17,1162
Niamh Doyle,489,F-O,82,84,125,62.5,140,327.5,2,295.68,October Open 2017,Limerick,2017,niamh doyle,07/10/2017,17,1163
Dawn Murphy,203,F-O,62.4,63,115,50,150,315,2,340.76,October Open 2017,Limerick,2017,dawn murphy,07/10/2017,17,1164
Claire Kelly,123,F-O,65.6,72,115,65,132.5,312.5,1,325.63,October Open 2017,Limerick,2017,claire kelly,07/10/2017,17,1165
Tracey Kelly,654,F-O,107.2,84+,112.5,55,135,302.5,4,247.35,October Open 2017,Limerick,2017,tracey kelly,07/10/2017,17,1166
Aisling Stapleton,21,F-O,60.4,63,112.5,62.5,125,300,3,332.75,October Open 2017,Limerick,2017,aisling stapleton,07/10/2017,17,1167
Mairead Murphy,435,F-O,51.6,52,105,50,135,290,1,363.68,October Open 2017,Limerick,2017,mairead murphy,07/10/2017,17,1168
Jo Phelan,343,F-O,80.4,84,112.5,50,127.5,290,3,264.62,October Open 2017,Limerick,2017,jo phelan,07/10/2017,17,1169
Megan Dunlea O'Brien,462,F-O,99,84+,110,47.5,130,287.5,5,240.09,October Open 2017,Limerick,2017,megan dunlea o'brien,07/10/2017,17,1170
Rachel Cassidy,530,F-O,72.6,84,90,47.5,140,277.5,4,269.37,October Open 2017,Limerick,2017,rachel cassidy,07/10/2017,17,1171
Sophie Renshaw,614,F-O,80.6,84,92.5,52.5,132.5,277.5,5,252.87,October Open 2017,Limerick,2017,sophie renshaw,07/10/2017,17,1172
Leanne O'Sullivan,404,F-O,56.2,57,95,55,120,270,2,316.8,October Open 2017,Limerick,2017,leanne o'sullivan,07/10/2017,17,1173
Leanne Quinn,406,F-O,61.8,63,100,47.5,120,267.5,4,291.52,October Open 2017,Limerick,2017,leanne quinn,07/10/2017,17,1174
Chere Duffy,95,F-G,57.6,63,87.5,55,122.5,265,G,304.99,October Open 2017,Limerick,2017,chere duffy,07/10/2017,17,1175
Eva Lomasney,250,F-O,61.2,63,90,50,122.5,262.5,5,288.22,October Open 2017,Limerick,2017,eva lomasney,07/10/2017,17,1176
Fiona Glynn,257,F-O,67,72,97.5,50,115,262.5,2,269.35,October Open 2017,Limerick,2017,fiona glynn,07/10/2017,17,1177
Clare Duffy,127,F-O,71.8,72,85,50,125,260,3,254.24,October Open 2017,Limerick,2017,clare duffy,07/10/2017,17,1178
Gillian Duffy,276,F-O,55.4,57,92.5,50,115,257.5,3,305.55,October Open 2017,Limerick,2017,gillian duffy,07/10/2017,17,1179
Lisa Towell,418,F-O,68.4,72,87.5,47.5,120,255,4,257.82,October Open 2017,Limerick,2017,lisa towell,07/10/2017,17,1180
Gemma Davey,274,F-G,54.2,57,80,47.5,115,242.5,G,292.72,October Open 2017,Limerick,2017,gemma davey,07/10/2017,17,1181
Jean Kelly,331,F-O,56.8,57,80,40,115,235,4,273.44,October Open 2017,Limerick,2017,jean kelly,07/10/2017,17,1182
Amanda Dunlea,33,F-O,61.8,63,72.5,35,120,227.5,6,247.93,October Open 2017,Limerick,2017,amanda dunlea,07/10/2017,17,1183
Sarah Jane Devaney,570,F-O,58.8,63,82.5,35,100,217.5,7,246.33,October Open 2017,Limerick,2017,sarah jane devaney,07/10/2017,17,1184
Tatjana Udovicenko,639,F-O,66.6,72,70,40,100,210,5,216.42,October Open 2017,Limerick,2017,tatjana udovicenko,07/10/2017,17,1185
Nicola Phelan,493,F-G,57.4,63,60,42.5,105,207.5,G,239.47,October Open 2017,Limerick,2017,nicola phelan,07/10/2017,17,1186
Trisha O'Dowd,657,F-O,57,57,70,42.5,90,202.5,5,234.98,October Open 2017,Limerick,2017,trisha o'dowd,07/10/2017,17,1187
Elaine O'Sullivan,223,F-O,69.2,72,57.5,47.5,92.5,197.5,6,198.05,October Open 2017,Limerick,2017,elaine o'sullivan,07/10/2017,17,1188
Karina Flenik,370,F-O,51.2,52,65,37.5,87.5,190,2,239.71,October Open 2017,Limerick,2017,karina flenik,07/10/2017,17,1189
Eoin Healy,237,M-O,77.8,83,130,100,0,0,DQ,0,October Open 2017,Limerick,2017,eoin healy,07/10/2017,17,1191
Silvano Senn,605,M-O,92.6,93,175,0,230,0,DQ,0,October Open 2017,Limerick,2017,silvano senn,07/10/2017,17,1190
Arthur Lynch,60,M-O,90,93,260,180,305,745,1,475.6,November Open 2017,Dublin,2017,arthur lynch,04/11/2017,15,1192
Adam Keane,6,M-O,83,83,245,137.5,272.5,655,1,437.21,November Open 2017,Dublin,2017,adam keane,04/11/2017,15,1193
Andrew Knox Shiels,45,M-O,100.6,105,200,155,282.5,637.5,1,387.06,November Open 2017,Dublin,2017,andrew knox shiels,04/11/2017,15,1194
David Twomey,201,M-O,99.6,105,230,155,250,635,2,387.08,November Open 2017,Dublin,2017,david twomey,04/11/2017,15,1195
Paul O'Hare,516,M-O,105.2,120,220,135,255,610,1,364.27,November Open 2017,Dublin,2017,paul o'hare,04/11/2017,15,1196
Steve Roche,626,M-O,92.4,93,240,115,245,600,2,378.08,November Open 2017,Dublin,2017,steve roche,04/11/2017,15,1197
Stephen Manning,622,M-O,98.4,105,205,122.5,255,582.5,3,356.84,November Open 2017,Dublin,2017,stephen manning,04/11/2017,15,1198
Conor Devilly,145,M-O,72.8,74,200,140,237.5,577.5,1,420.31,November Open 2017,Dublin,2017,conor devilly,04/11/2017,15,1199
Damien O'Neill,164,M-O,91,93,202.5,140,230,572.5,3,363.46,November Open 2017,Dublin,2017,damien o'neill,04/11/2017,15,1200
Gary Bourke,264,M-O,101.8,105,205,132.5,235,572.5,4,346,November Open 2017,Dublin,2017,gary bourke,04/11/2017,15,1201
Martin Reidy,453,M-O,72.2,74,180,120,270,570,2,417.36,November Open 2017,Dublin,2017,martin reidy,04/11/2017,15,1202
Alan Flanagan,23,M-O,83,83,180,127.5,250,557.5,2,372.13,November Open 2017,Dublin,2017,alan flanagan,04/11/2017,15,1203
Jack Ryan,308,M-O,87.8,93,200,105,227.5,532.5,4,344.36,November Open 2017,Dublin,2017,jack ryan,04/11/2017,15,1204
Conor Somerville,156,M-O,126,120+,185,122.5,225,532.5,1,302.96,November Open 2017,Dublin,2017,conor somerville,04/11/2017,15,1205
Damian Christie,162,M-O,101.6,105,187.5,127.5,215,530,5,320.55,November Open 2017,Dublin,2017,damian christie,04/11/2017,15,1206
Adam Bennett,4,M-O,102.8,105,180,115,235,530,6,319.14,November Open 2017,Dublin,2017,adam bennett,04/11/2017,15,1207
Louis Warren,424,M-G,76.2,74,185,122.5,220,527.5,G,371.79,November Open 2017,Dublin,2017,louis warren,04/11/2017,15,1208
Matthew Coppinger,458,M-O,117,120,187.5,120,220,527.5,2,305.14,November Open 2017,Dublin,2017,matthew coppinger,04/11/2017,15,1209
Ian Wafer,295,M-O,81.6,83,185,112.5,225,522.5,3,352.35,November Open 2017,Dublin,2017,ian wafer,04/11/2017,15,1210
Eoin Small,242,M-O,88.2,93,195,110,217.5,522.5,5,337.08,November Open 2017,Dublin,2017,eoin small,04/11/2017,15,1211
Dewi Harrison,209,M-O,80.4,83,170,115,230,515,4,350.49,November Open 2017,Dublin,2017,dewi harrison,04/11/2017,15,1212
Sean Armstrong,577,M-O,102.6,105,172.5,127.5,205,505,7,304.3,November Open 2017,Dublin,2017,sean armstrong,04/11/2017,15,1213
Andrew Greer,44,M-O,91.8,93,180,110,212.5,502.5,6,317.64,November Open 2017,Dublin,2017,andrew greer,04/11/2017,15,1214
Ciaran Lowe,116,M-O,96.8,105,185,115,200,500,8,308.44,November Open 2017,Dublin,2017,ciaran lowe,04/11/2017,15,1215
Paul McLaren,515,M-O,66,66,160,92.5,240,492.5,1,386.71,November Open 2017,Dublin,2017,paul mclaren,04/11/2017,15,1216
Rourke Byrne,551,M-O,88.2,93,170,100,220,490,7,316.11,November Open 2017,Dublin,2017,rourke byrne,04/11/2017,15,1217
David Keenan,196,M-O,81,83,170,105,210,485,5,328.55,November Open 2017,Dublin,2017,david keenan,04/11/2017,15,1218
Brian McIntyre,78,M-O,82.4,83,170,102.5,212.5,485,6,325.14,November Open 2017,Dublin,2017,brian mcintyre,04/11/2017,15,1219
Paul Kelly,512,M-O,91.6,93,187.5,112.5,185,485,8,306.91,November Open 2017,Dublin,2017,paul kelly,04/11/2017,15,1220
Pearce Maloney,522,M-O,83,83,172.5,105,202.5,480,7,320.4,November Open 2017,Dublin,2017,pearce maloney,04/11/2017,15,1221
Mark Ennis,445,M-O,83,83,170,110,195,475,8,317.06,November Open 2017,Dublin,2017,mark ennis,04/11/2017,15,1222
Jack Callaghan,304,M-O,82.8,83,160,112.5,200,472.5,9,315.85,November Open 2017,Dublin,2017,jack callaghan,04/11/2017,15,1223
Conor Markey,151,M-O,108.8,120,180,85,200,465,3,274.59,November Open 2017,Dublin,2017,conor markey,04/11/2017,15,1224
Kilian Kirsch,391,M-O,90,93,160,95,205,460,9,293.66,November Open 2017,Dublin,2017,kilian kirsch,04/11/2017,15,1225
Daryll Bailey,187,M-O,90.6,93,150,115,195,460,10,292.68,November Open 2017,Dublin,2017,daryll bailey,04/11/2017,15,1226
Conor Gill,148,M-O,110.4,120,175,100,180,455,4,267.47,November Open 2017,Dublin,2017,conor gill,04/11/2017,15,1227
Stephen McCollum,623,M-O,78.8,83,160,90,200,450,10,310.19,November Open 2017,Dublin,2017,stephen mccollum,04/11/2017,15,1228
Patrick McLaughlin,508,M-O,112.6,120,142.5,112.5,190,445,5,260.08,November Open 2017,Dublin,2017,patrick mclaughlin,04/11/2017,15,1229
Conor McEneaney,152,M-O,79.4,83,142.5,100,195,437.5,11,300.11,November Open 2017,Dublin,2017,conor mceneaney,04/11/2017,15,1230
Craig Chandler,159,M-G,83.8,83,145,100,185,430,G,285.41,November Open 2017,Dublin,2017,craig chandler,04/11/2017,15,1231
Patrick Clancy,507,M-G,94.4,105,157.5,90,167.5,415,G,258.89,November Open 2017,Dublin,2017,patrick clancy,04/11/2017,15,1232
Sara Bauer,564,F-O,71,72,165,57.5,175,397.5,1,391.64,November Open 2017,Dublin,2017,sara bauer,04/11/2017,15,1233
Sean Dowling,582,M-O,73.4,74,150,77.5,165,392.5,3,283.98,November Open 2017,Dublin,2017,sean dowling,04/11/2017,15,1234
Helen Twomey,290,F-O,76.4,84,125,75,180,380,1,357.15,November Open 2017,Dublin,2017,helen twomey,04/11/2017,15,1235
Stuart Brown,628,M-O,72.8,74,127.5,72.5,167.5,367.5,4,267.47,November Open 2017,Dublin,2017,stuart brown,04/11/2017,15,1236
Paul Lowry,513,M-O,86.2,93,137.5,80,150,367.5,11,240.05,November Open 2017,Dublin,2017,paul lowry,04/11/2017,15,1237
David Fanjkutic,192,M-O,88.8,93,127.5,97.5,142.5,367.5,12,236.24,November Open 2017,Dublin,2017,david fanjkutic,04/11/2017,15,1238
Donna Ivie,213,F-O,109.6,84+,150,67.5,140,357.5,1,290.9,November Open 2017,Dublin,2017,donna ivie,04/11/2017,15,1239
Anna Hourihane,52,F-O,51.4,52,125,75,152.5,352.5,1,443.39,November Open 2017,Dublin,2017,anna hourihane,04/11/2017,15,1240
Maria Greenan,441,F-O,68.6,72,127.5,70,155,352.5,2,355.66,November Open 2017,Dublin,2017,maria greenan,04/11/2017,15,1241
Moataz Abujennah,480,M-O,59.8,66,130,70,147.5,347.5,2,297.28,November Open 2017,Dublin,2017,moataz abujennah,04/11/2017,15,1242
Hugh Murray,292,M-O,82.2,83,105,85,157.5,347.5,12,233.3,November Open 2017,Dublin,2017,hugh murray,04/11/2017,15,1243
Jim Clarke,342,M-O,89.4,93,122.5,77.5,132.5,332.5,13,212.99,November Open 2017,Dublin,2017,jim clarke,04/11/2017,15,1244
Danielle Goodland,173,F-O,68.8,72,122.5,57.5,150,330,3,332.27,November Open 2017,Dublin,2017,danielle goodland,04/11/2017,15,1245
Sarah Daly,565,F-O,87,84+,120,60,150,330,2,289.38,November Open 2017,Dublin,2017,sarah daly,04/11/2017,15,1246
Emily Brennan,231,F-O,72.4,84,120,60,145,325,2,316.05,November Open 2017,Dublin,2017,emily brennan,04/11/2017,15,1247
Kathleen Scully,376,F-O,83.6,84,120,60,145,325,3,290.51,November Open 2017,Dublin,2017,kathleen scully,04/11/2017,15,1248
Amy Nolan,37,F-O,62.4,63,105,67.5,145,317.5,1,343.47,November Open 2017,Dublin,2017,amy nolan,04/11/2017,15,1249
Tara Maguire,638,F-O,62.2,63,122.5,62.5,130,315,2,341.6,November Open 2017,Dublin,2017,tara maguire,04/11/2017,15,1250
Rebecca Mckeefry,536,F-O,108.6,84+,95,57.5,157.5,310,3,252.75,November Open 2017,Dublin,2017,rebecca mckeefry,04/11/2017,15,1251
Tanya Fry,636,F-O,72,72,107.5,60,135,302.5,4,295.25,November Open 2017,Dublin,2017,tanya fry,04/11/2017,15,1252
Rebecca Bennett,533,F-O,61.2,63,120,52.5,125,297.5,3,326.65,November Open 2017,Dublin,2017,rebecca bennett,04/11/2017,15,1253
Claire Caulfield,122,F-O,60,63,102.5,55,137.5,295,4,328.89,November Open 2017,Dublin,2017,claire caulfield,04/11/2017,15,1254
Amy Hughes,36,F-O,81.4,84,105,57.5,132.5,295,4,267.38,November Open 2017,Dublin,2017,amy hughes,04/11/2017,15,1255
Linda O'Connor,414,F-O,71,72,105,60,127.5,292.5,5,288.18,November Open 2017,Dublin,2017,linda o'connor,04/11/2017,15,1256
Karolina Malecka,372,F-O,62,63,110,57.5,120,287.5,5,312.54,November Open 2017,Dublin,2017,karolina malecka,04/11/2017,15,1257
Sarah Scallan,572,F-O,57,57,95,60,130,285,1,330.71,November Open 2017,Dublin,2017,sarah scallan,04/11/2017,15,1258
Jessica Henebry,340,F-O,71.2,72,100,55,130,285,6,280.26,November Open 2017,Dublin,2017,jessica henebry,04/11/2017,15,1259
Pearl Mackey,523,F-O,59.8,63,100,50,125,275,6,307.39,November Open 2017,Dublin,2017,pearl mackey,04/11/2017,15,1260
Anna Marie O'Donoghue,53,F-O,70.4,72,92.5,47.5,125,265,7,262.6,November Open 2017,Dublin,2017,anna marie o'donoghue,04/11/2017,15,1261
Bernice Flynn,73,F-O,71,72,85,62.5,115,262.5,8,258.63,November Open 2017,Dublin,2017,bernice flynn,04/11/2017,15,1262
Tracey Fitzmaurice,653,F-O,62.6,63,95,52.5,112.5,260,7,280.58,November Open 2017,Dublin,2017,tracey fitzmaurice,04/11/2017,15,1263
Hannah Stephenson,287,F-O,70.6,72,97.5,45,112.5,255,9,252.2,November Open 2017,Dublin,2017,hannah stephenson,04/11/2017,15,1264
Kotchaphan Mai-On,393,F-O,47,47,77.5,55,117.5,250,1,336.22,November Open 2017,Dublin,2017,kotchaphan mai-on,04/11/2017,15,1265
Elaine Clarke,222,F-O,68.4,72,85,47.5,117.5,250,10,252.76,November Open 2017,Dublin,2017,elaine clarke,04/11/2017,15,1266
Suzanne Valente,633,F-O,55.6,57,90,50,107.5,247.5,2,292.85,November Open 2017,Dublin,2017,suzanne valente,04/11/2017,15,1267
Sarah Hayden,569,F-O,56.6,57,90,50,107.5,247.5,3,288.79,November Open 2017,Dublin,2017,sarah hayden,04/11/2017,15,1268
Caroline Cunniffe,89,F-O,57,57,80,45.5,105,230.5,4,267.47,November Open 2017,Dublin,2017,caroline cunniffe,04/11/2017,15,1269
Monika Laskowska,482,F-O,52,52,80,42.5,100,222.5,2,277.38,November Open 2017,Dublin,2017,monika laskowska,04/11/2017,15,1270
Claire McConnell,126,F-O,60.2,63,80,47.5,92.5,220,8,244.64,November Open 2017,Dublin,2017,claire mcconnell,04/11/2017,15,1271
Sandra Coyne,562,F-O,62.6,63,55,42.5,115,212.5,9,229.32,November Open 2017,Dublin,2017,sandra coyne,04/11/2017,15,1272
Tracey Matthews,655,F-O,56.2,57,85,45,65,195,5,228.8,November Open 2017,Dublin,2017,tracey matthews,04/11/2017,15,1273
Ann-Marie Gaynor,54,F-O,57,57,57.5,30,72.5,160,6,185.66,November Open 2017,Dublin,2017,ann-marie gaynor,04/11/2017,15,1274
Alex Cristea,26,M-O,79.4,83,155,0,160,0,DQ,0,November Open 2017,Dublin,2017,alex cristea,04/11/2017,15,1277
Ciara Reynolds,113,F-O,71.8,72,100,0,120,0,DQ,0,November Open 2017,Dublin,2017,ciara reynolds,04/11/2017,15,1276
Ivan Ray Casinillo,298,M-O,65.6,66,145,0,200,0,DQ,0,November Open 2017,Dublin,2017,ivan ray casinillo,04/11/2017,15,1275
Jennifer Nugent,337,F-O,71,72,0,42.5,95,0,DQ,0,November Open 2017,Dublin,2017,jennifer nugent,04/11/2017,15,1278
Laura McCarthy,398,F-O,61.8,63,0,37.5,120,0,DQ,0,November Open 2017,Dublin,2017,laura mccarthy,04/11/2017,15,1279
Barry Pigott,66,M-G,101.2,105,300,220,310,830,G,502.76,December Last Chance Open 2017,Limerick,2017,barry pigott,10/12/2017,5,1280
Marc Keys,438,M-O,118.6,120,292.5,205,302.5,800,1,461.22,December Last Chance Open 2017,Limerick,2017,marc keys,10/12/2017,5,1281
Pierre Shillingford,529,M-G,91.4,93,250,175,307.5,732.5,G,464.03,December Last Chance Open 2017,Limerick,2017,pierre shillingford,10/12/2017,5,1282
Graham Norton,282,M-O,100.4,105,227.5,152.5,262.5,642.5,1,390.4,December Last Chance Open 2017,Limerick,2017,graham norton,10/12/2017,5,1283
David Twomey,201,M-O,102,105,235,157.5,250,642.5,2,388.01,December Last Chance Open 2017,Limerick,2017,david twomey,10/12/2017,5,1284
Ian Benson,293,M-O,97.6,105,225,145,265,635,3,390.34,December Last Chance Open 2017,Limerick,2017,ian benson,10/12/2017,5,1285
Sean Cuddy,581,M-O,148,120+,240,125,265,630,1,349.24,December Last Chance Open 2017,Limerick,2017,sean cuddy,10/12/2017,5,1286
Simon Standbridge,608,M-O,100,105,232.5,130,250,612.5,4,372.76,December Last Chance Open 2017,Limerick,2017,simon standbridge,10/12/2017,5,1287
Jack Thornton,310,M-O,96.8,105,215,137.5,247.5,600,5,370.13,December Last Chance Open 2017,Limerick,2017,jack thornton,10/12/2017,5,1288
Nigel Pearson,497,M-O,92.6,93,220,122.5,245,587.5,1,369.82,December Last Chance Open 2017,Limerick,2017,nigel pearson,10/12/2017,5,1289
Sean Brennan,579,M-O,102.8,105,220,120,242.5,582.5,6,350.75,December Last Chance Open 2017,Limerick,2017,sean brennan,10/12/2017,5,1290
Michael Grace,467,M-O,87,93,207.5,132.5,240,580,2,376.93,December Last Chance Open 2017,Limerick,2017,michael grace,10/12/2017,5,1291
Darren Friel,184,M-O,92.2,93,190,107.5,262.5,560,3,353.24,December Last Chance Open 2017,Limerick,2017,darren friel,10/12/2017,5,1292
Anatol Skiba,39,M-O,97.6,105,200,145,210,555,7,341.16,December Last Chance Open 2017,Limerick,2017,anatol skiba,10/12/2017,5,1293
Jack Brady,301,M-O,73.2,74,195,127.5,230,552.5,1,400.52,December Last Chance Open 2017,Limerick,2017,jack brady,10/12/2017,5,1294
Danny Lennon,174,M-O,73.4,74,192.5,120,232.5,545,2,394.31,December Last Chance Open 2017,Limerick,2017,danny lennon,10/12/2017,5,1295
Lukasz Kalinski,430,M-O,74,74,190,125,230,545,3,392.03,December Last Chance Open 2017,Limerick,2017,lukasz kalinski,10/12/2017,5,1296
John Donovan,351,M-G,75.8,83,187.5,120,230,537.5,G,380.2,December Last Chance Open 2017,Limerick,2017,john donovan,10/12/2017,5,1297
Thomas Donoghue,643,M-O,72.4,74,175,120,220,515,4,376.33,December Last Chance Open 2017,Limerick,2017,thomas donoghue,10/12/2017,5,1298
Jozef Murarik,363,M-O,108,120,170,130,200,500,2,295.95,December Last Chance Open 2017,Limerick,2017,jozef murarik,10/12/2017,5,1299
Mohaned Abujennah,481,M-O,65.2,66,172.5,115,210,497.5,1,394.6,December Last Chance Open 2017,Limerick,2017,mohaned abujennah,10/12/2017,5,1300
